,lat,lon,timestamp,amenity,name,tags,is_common,is_tourism,is_interesting
10447,49.2121193,-122.9234503,2019-07-10T04:41:29.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.ca/', 'level': '-2', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",False,False,True
10449,49.1774983,-123.1253656,2018-10-26T20:30:04.000-07:00,kindergarten,Happy May Child Care Centre III,"{'phone': '+1-604-218-6581', 'website': 'http://www.happymay.ca'}",False,False,True
10450,49.1777093,-123.1253775,2017-08-17T19:21:37.000-07:00,restaurant,Dragon Group Seafood Restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '4751', 'addr:street': 'Garden City Road', 'smoking': 'no', 'addr:city': 'Richmond'}",False,False,True
10451,49.1774901,-123.1292862,2019-07-16T20:42:42.000-07:00,restaurant,Phở Hòa,"{'brand:wikidata': 'Q55629932', 'name:vi': 'Phở Hòa', 'alt_name': 'Phở Hoà', 'alt_name:en': 'Pho Hoa', 'brand:wikipedia': 'en:Phở Hòa', 'cuisine': 'vietnamese;noodle', 'alt_name:vi': 'Phở Hoà', 'brand': 'Phở Hòa'}",False,False,True
10452,49.1774963,-123.1300772,2017-07-19T23:02:01.000-07:00,restaurant,The TRUE'S TEA,{},False,False,True
10453,49.1780903,-123.1359846,2019-09-13T13:56:49.000-07:00,restaurant,Chinese Sauerkraut Fish,"{'addr:housenumber': '4940', 'addr:street': 'Number 3 Road', 'addr:postcode': 'V6X 3A5', 'addr:city': 'Richmond'}",False,False,True
10454,49.1776263,-123.1370535,2012-04-14T05:45:32.000-07:00,bank,Canadian Western Bank,{'atm': 'yes'},False,False,True
10455,49.2058672,-123.0426538,2017-10-19T13:32:49.000-07:00,restaurant,Romers Burger Bar,"{'addr:housenumber': '8683', 'addr:street': 'Kerr Street'}",False,False,True
10456,49.0304133,-122.2920088,2015-12-06T16:34:06.000-08:00,parking_entrance,,{'access': 'private'},False,False,True
10457,49.1838659,-123.08202,2015-12-06T22:30:37.000-08:00,community_centre,Cambie Community Centre,"{'addr:housenumber': '12800', 'addr:street': 'Cambie Road'}",False,False,True
10458,49.0469409,-122.3452994,2016-12-26T19:14:15.000-08:00,post_box,,{'operator': 'Canada Post Corporation'},False,False,True
10460,49.0526316,-122.3261471,2015-12-09T05:24:11.000-08:00,dentist,Dental Clinic,"{'operator': 'Drs. Dragomir-Ene Inc.', 'healthcare': 'dentist'}",False,False,True
10461,49.0658806,-122.3798325,2019-02-21T01:51:05.000-08:00,post_box,,"{'collection_times': 'Mo-Fr 08:00', 'post_box:type': 'community', 'operator': 'Canada Post Corporation'}",False,False,True
10462,49.0659293,-122.379779,2018-02-09T04:59:57.000-08:00,pharmacy,Blueridge Pharmacy,"{'alt_name': 'Medicine Centre Pharmacy', 'website': 'http://www.medicinecentre.com/cgi/page.cgi?search_term=Blueridge+Pharmacy&show_location=1&_id=215&search_type=name', 'phone': '+1-604-855-5075', 'level': '0', 'addr:unit': '101'}",False,False,True
10463,49.0659257,-122.3794337,2019-03-20T00:13:40.000-07:00,restaurant,Zaika Tastes of India,"{'level': '0', 'addr:unit': '105'}",False,False,True
10464,49.0659286,-122.3776546,2019-02-21T02:01:19.000-08:00,fast_food,Super Star Veggie Pizza,"{'opening_hours': 'Su-Th 16:00-22:00; Fr,Sa 16:00-23:00', 'cuisine': 'pizza', 'phone': '+1-604-746-3000', 'level': '0', 'addr:unit': '101'}",False,False,True
10465,49.0659283,-122.3796882,2019-02-21T01:51:10.000-08:00,doctors,Blueridge Medical Clinic,"{'phone': '+1-604-870-8707', 'level': '0', 'healthcare:speciality': 'general', 'opening_hours': '""hours posted weekly""', 'description': 'Family Practice', 'addr:unit': '102', 'healthcare': 'doctor'}",False,False,True
10466,49.2772898,-123.0660472,2017-11-17T22:05:14.000-08:00,pub,Wise Club & Hall,"{'addr:housenumber': '1882', 'website': 'http://wisehall.ca/', 'smoking': 'outside', 'description': 'Long-running performing arts & concert venue with a downstairs tavern featuring billiards & Wi-Fi.', 'outdoor_seating': 'no', 'addr:street': 'Adanac Street', 'addr:postcode': 'V5L 4E5', 'addr:city': 'Vancouver'}",False,False,True
10468,49.2513484,-123.0777934,2018-06-20T15:10:21.000-07:00,pub,Cedar Cottage Pub,"{'addr:housenumber': '3728', 'addr:street': 'Clark Drive', 'phone': '+1-604-876-1411', 'addr:postcode': 'V5V 3E2'}",False,False,True
10469,49.2589012,-123.0699849,2019-06-07T04:47:20.000-07:00,cafe,Bakery Sate,"{'opening_hours': 'Tu-Sa 07:30-17:30', 'cuisine': 'coffee_shop', 'addr:housenumber': '2879', 'addr:street': 'Commercial Drive', 'smoking': 'no'}",False,False,True
10470,49.0434482,-122.3013808,2019-02-18T15:15:22.000-08:00,community_centre,Sweeney Neighbourhood Centre,"{'addr:housenumber': '33355', 'website': 'https://www.abbotsford.ca/parksrecreationandculture/recreation/facilities_schedules_and_admission.htm', 'phone': '+1-778-880-8501', 'addr:street': 'Bevan Avenue', 'addr:postcode': 'V2S 1W1', 'addr:city': 'Abbotsford'}",False,False,True
10471,49.0470332,-122.3033637,2015-02-06T18:37:39.000-08:00,parking_entrance,,{},False,False,True
10472,49.0486656,-122.2978566,2015-01-10T12:02:27.000-08:00,parking_entrance,,{},False,False,True
10478,49.0246584,-122.8185191,2014-07-17T21:51:18.000-07:00,bbq,,{},False,False,True
10479,49.0304235,-122.7920135,2019-02-18T15:35:58.000-08:00,cafe,Tim Hortons,"{'cuisine': 'coffee_shop', 'website': 'https://www.timhortons.com/', 'internet_access': 'wlan', 'operator': 'Restaurant Brands International Inc.'}",False,False,True
10481,49.2480896,-123.0711405,2019-10-07T05:30:47.000-07:00,restaurant,Phở Thái Hóa,"{'addr:housenumber': '1625', 'opening_hours': 'Mo-Th 10:00-21:00; Fr 10:00-22:00; Sa 09:00-22:00; Su 09:00-21:00', 'cuisine': 'vietnamese', 'addr:street': 'Kingsway', 'entrance': 'yes', 'url': 'http://www.phothaihoa.com/'}",False,False,True
10482,49.0505947,-122.3094105,2019-09-02T22:08:25.000-07:00,bank,BMO,"{'alt_name': 'Bank of Montreal', 'website': 'http://bmo.com', 'phone': '+1-604-854-8762', 'level': '0', 'drive_through': 'yes', 'opening_hours': 'Mo-Fr 09:00-18:00; Sa 09:00-16:00; Su off', 'description': 'Abbotsford Main', 'atm': 'yes', 'addr:unit': '101'}",False,False,True
10483,49.2711624,-123.1059461,2019-05-22T04:33:36.000-07:00,pharmacy,London Drugs,"{'brand:wikidata': 'Q3258955', 'note': 'Pharmacy, Appliances, Electronics, Cameras, Computers, PhotoLab', 'brand:wikipedia': 'en:London Drugs', 'addr:postcode': 'V5Y 0E4', 'operator': 'London Drugs', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver', 'addr:housenumber': '1622', 'phone': '+1-604-448-4882', 'drive_through': 'no', 'opening_hours': '09:00-21:00', 'dispensing': 'yes', 'addr:street': 'Salt Street', 'brand': 'London Drugs'}",False,False,True
10484,49.2660404,-123.0695193,2019-11-14T21:45:57.000-08:00,restaurant,Cafe Deux Soleils,"{'diet:vegetarian': 'yes', 'addr:housenumber': '2096', 'website': 'http://www.cafedeuxsoleils.com/', 'opening_hours': 'Su 09:00-23:00, Mo-We 08:00-23:00, Th-Fr 08:00-24:00, Sa 09:00-24:00', 'outdoor_seating': 'yes', 'addr:street': 'Commercial Drive', 'addr:postcode': 'V5N 4B2', 'addr:city': 'Vancouver'}",False,False,True
10485,49.2495195,-123.1006804,2019-10-29T21:16:32.000-07:00,clinic,Mid-Main Community Health Centre,"{'addr:housenumber': '3998', 'phone': '+1-604-873-3666', 'addr:street': 'Main Street', 'addr:postcode': 'V5V 3P2', 'healthcare': 'clinic', 'addr:city': 'Vancouver'}",False,False,True
10486,49.2633512,-123.1126359,2014-07-11T19:59:53.000-07:00,college,Gateway College,{},False,False,True
10487,49.2539218,-123.0677981,2019-07-31T07:15:43.000-07:00,cafe,Chance Cafe,"{'opening_hours': 'Mo-Fr 07:00-17:30; Sa,Su 08:00-17:00', 'addr:street': '3424', 'entrance': 'yes'}",False,False,True
10488,49.2525689,-123.0681922,2020-05-05T05:48:06.000-07:00,cafe,Commercial Street Cafe,"{'opening_hours': 'Mo-Fr 07:00-17:00; Sa,Su 08:00-17:00; PH 09:00-15:00', 'addr:housenumber': '3599', 'addr:street': 'Commercial Street', 'entrance': 'yes'}",False,False,True
10489,49.0463021,-122.3007693,2016-05-15T14:18:35.000-07:00,parking_entrance,,{'access': 'private'},False,False,True
10490,49.0467277,-122.300137,2016-05-15T14:18:17.000-07:00,parking_entrance,,{'access': 'private'},False,False,True
10491,49.0467459,-122.3006141,2016-05-15T14:18:02.000-07:00,parking_entrance,,{'access': 'private'},False,False,True
10492,49.046398,-122.3011675,2016-05-15T14:18:32.000-07:00,parking_entrance,,{'access': 'private'},False,False,True
10493,49.0465993,-122.3031132,2016-01-30T17:53:50.000-08:00,parking_entrance,,{'access': 'private'},False,False,True
10494,49.047183,-122.3018938,2016-01-29T04:56:58.000-08:00,parking_entrance,,{'access': 'private'},False,False,True
10495,49.0582354,-122.3780877,2019-04-27T20:37:04.000-07:00,cinema,Cineplex Cinemas Abbotsford and VIP,"{'addr:housenumber': '3122', 'website': 'https://www.cineplex.com/Theatre/cineplex-cinemas-abbotsford-and-vip', 'phone': '+1-604-504-9701', 'level': '2', 'addr:street': 'Mount Lehman Road', 'is_in:city': 'Abbotsford', 'addr:unit': 'J200', 'operator': 'Cineplex', 'layer': '2'}",False,False,True
10496,49.2814612,-123.1051707,2019-09-13T13:56:49.000-07:00,pub,Darby's,"{'addr:housenumber': '18', 'website': 'https://www.darbysgastown.pub/', 'addr:street': 'West Hastings Street', 'addr:city': 'Vancouver'}",False,False,True
10498,49.2256203,-123.0022314,2017-10-07T13:58:30.000-07:00,parking,Metrotown Underground Parking Entrance,"{'parking': 'underground', 'level': '-1', 'fee': 'no'}",False,False,True
10499,49.2273857,-123.0032382,2017-02-12T09:23:30.000-08:00,parking,Metrotown Underground Parking Entrance,"{'parking': 'underground', 'fee': 'no'}",False,False,True
10500,49.269366,-123.1047073,2019-06-20T19:58:21.000-07:00,post_box,,{'collection_times': 'Mo-Fr 14:00'},False,False,True
10501,49.0572582,-122.3144516,2019-05-27T02:10:39.000-07:00,parking_entrance,,{'access': 'customers'},False,False,True
10502,49.3117439,-123.0790782,2019-09-13T13:57:03.000-07:00,restaurant,Fishworks,"{'cuisine': 'seafood', 'addr:housenumber': '91', 'addr:street': 'Lonsdale Avenue', 'addr:city': 'North Vancouver City'}",False,False,True
10503,49.3143782,-123.0785081,2017-11-16T02:52:57.000-08:00,recycling,Return-It,{'recycling_type': 'centre'},False,False,True
10504,49.314727,-123.0795961,2019-09-13T13:57:03.000-07:00,pub,Fraternal Order of Eagles Aerie 2638,"{'addr:housenumber': '170', 'addr:street': 'West 3rd Street', 'addr:city': 'North Vancouver City'}",False,False,True
10505,49.3140842,-123.0779699,2020-04-08T01:01:12.000-07:00,post_office,Metropolitan,"{'brand:wikidata': 'Q1032001', 'addr:housenumber': '126', 'brand:wikipedia': 'en:Canada Post', 'addr:street': 'West 3rd Street', 'addr:postcode': 'V7M 1E0', 'brand': 'Canada Post', 'operator': 'Canada Post', 'addr:city': 'North Vancouver City'}",False,False,True
10506,49.2850132,-123.1179138,2017-11-17T01:01:33.000-08:00,restaurant,La Taqueria,"{'cuisine': 'mexican', 'addr:housenumber': '586', 'addr:street': 'Hornby Street'}",False,False,True
10507,49.3375561,-123.1021917,2017-11-17T02:30:20.000-08:00,bicycle_parking,,"{'access': 'yes', 'bicycle_parking': 'rack', 'capacity': '12'}",False,False,True
10508,49.2771741,-123.1163459,2017-11-17T16:11:24.000-08:00,restaurant,Smithe Salad,{},False,False,True
10509,49.3124656,-123.0823044,2019-09-13T13:57:03.000-07:00,bank,TD Canada Trust,"{'addr:housenumber': '180', 'addr:street': 'West Esplanade Street', 'addr:unit': '1', 'addr:city': 'North Vancouver City'}",False,False,True
10510,49.3125664,-123.0822132,2019-09-13T13:57:03.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'addr:housenumber': '88', 'phone': '+1-778-340-1514', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'addr:street': 'Chesterfield Avenue', 'brand': 'Boston Pizza', 'addr:city': 'North Vancouver City'}",False,False,True
10511,49.3123945,-123.082122,2019-09-13T13:57:03.000-07:00,ice_cream,Marble Slab Creamery,"{'addr:housenumber': '180', 'addr:street': 'West Esplanade Street', 'addr:city': 'North Vancouver City'}",False,False,True
10512,49.3124327,-123.08221,2019-09-13T13:57:03.000-07:00,restaurant,Freshii,"{'addr:housenumber': '180', 'addr:street': 'West Esplanade Street', 'phone': '+1-778-729-0838', 'addr:unit': '2', 'addr:city': 'North Vancouver City'}",False,False,True
10513,49.2099447,-123.1402229,2019-05-29T17:48:57.000-07:00,bank,CIBC,"{'brand:wikidata': 'Q666694', 'brand': 'CIBC', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce'}",False,False,True
10514,49.2504667,-123.0417872,2019-03-19T06:09:45.000-07:00,restaurant,Ragazzi Pizza Co.,"{'diet:vegetarian': 'yes', 'delivery': 'yes', 'addr:housenumber': '2996', 'website': 'https://www.ragazzipizza.com/', 'phone': '+1-604-433-2235', 'opening_hours': 'Tu-Th 12:00-21:30; Fr 12:00-22:00; Sa 16:00-22:00; Su 16:00-20:00', 'addr:street': 'East 22nd Avenue', 'takeaway': 'yes'}",False,False,True
10515,49.2726415,-123.1498173,2019-08-03T19:45:46.000-07:00,restaurant,Octopus Garden,"{'addr:housenumber': '1995', 'website': 'https://www.octopusgarden-canada.com/', 'phone': '+1-604-734-8971', 'opening_hours': 'Th-Mo 17:00-21:30', 'description': 'Omakase', 'cuisine': 'japanese;sushi', 'addr:street': 'Cornwall Avenue', 'addr:postcode': 'V6J 1C9'}",False,False,True
10516,49.2681139,-123.1393199,2016-01-11T00:17:10.000-08:00,car_wash,M & J Car Wash,{},False,False,True
10517,49.3757362,-123.2721023,2019-05-13T00:46:30.000-07:00,ferry_terminal,Horseshoe Bay Berth 1,"{'public_transport': 'stop_position', 'operator': 'BC Ferries', 'ferry': 'yes', 'network': 'BC Ferries'}",False,False,True
10518,49.3762688,-123.2710213,2019-05-13T00:46:30.000-07:00,ferry_terminal,Horseshoe Bay Berth 3,"{'public_transport': 'stop_position', 'operator': 'BC Ferries', 'ferry': 'yes', 'network': 'BC Ferries'}",False,False,True
10519,49.3056365,-123.0302241,2017-04-25T14:43:59.000-07:00,bicycle_repair_station,,"{'opening_hours': '24/7', 'note': 'Lynn Creek Apartments', 'service:bicycle:repair': 'yes', 'brand': 'Dero', 'service:bicycle:pump': 'yes'}",False,False,True
10520,49.197176,-123.1399541,2017-04-27T06:50:33.000-07:00,atm,,{},False,False,True
10521,49.1967375,-123.139713,2020-01-13T01:51:46.000-08:00,fast_food,Hugo's Churros,"{'cuisine': 'mexican', 'alt_name': ""Hugo's Churros & Tacos Mexican eats"", 'addr:unit': '65'}",False,False,True
10523,49.1967543,-123.1398833,2020-01-13T05:09:43.000-08:00,food_court,Food Folk Eatery,"{'addr:unit': '66', 'outdoor_seating': 'yes'}",False,False,True
10524,49.1968203,-123.1402994,2017-04-27T06:50:35.000-07:00,ice_cream,Qoola,{'addr:unit': '67b'},False,False,True
10526,49.2480929,-123.1008145,2014-07-12T02:34:34.000-07:00,cafe,Sweet Revenge,{'website': 'http://www.sweet-revenge.ca/'},False,False,True
10527,49.1676179,-122.5874561,2017-02-03T06:38:14.000-08:00,theatre,Chief Sepass Theater,"{'note': 'Owned and operated by the Langley Fine Arts School.', 'addr:housenumber': '9096', 'addr:street': 'Trattle Street'}",False,False,True
10528,49.2812623,-123.0538948,2015-06-29T00:54:24.000-07:00,bank,BMO Bank of Montreal,"{'wheelchair': 'yes', 'addr:housenumber': '2515', 'addr:street': 'East Hastings Street'}",False,False,True
10529,49.2810095,-123.0537462,2011-08-21T05:01:33.000-07:00,restaurant,El Pulgarcito,"{'cuisine': 'Mexican;Salvadorian', 'addr:housenumber': '2522', 'addr:street': 'East Hastings Street'}",False,False,True
10530,49.281406,-123.0498885,2020-01-29T21:30:08.000-08:00,restaurant,Luda Southern Dishes,"{'opening_hours': 'Mo-Su 11:00-22:00', 'cuisine': 'Chinese;Hong Kong Style Cafe', 'addr:housenumber': '2683', 'addr:street': 'East Hastings Street', 'phone': '+1-604-255-3188'}",False,False,True
10531,49.2814113,-123.0495721,2020-01-29T21:30:08.000-08:00,cafe,Laughing Beans Coffee,{},False,False,True
10532,49.3742756,-123.2738287,2018-02-13T04:05:04.000-08:00,restaurant,FreshSlice Pizza,"{'cuisine': 'pizza', 'addr:housenumber': '6382', 'addr:street': 'Bay Street', 'addr:postcode': 'V7W 3H5', 'addr:city': 'West Vancouver'}",False,False,True
10533,49.3745957,-123.2747995,2014-06-09T15:21:22.000-07:00,restaurant,Olive & Anchor,{},False,False,True
10534,49.278414,-123.1278962,2019-10-27T17:08:25.000-07:00,cafe,Breka Bakery & Café,"{'addr:housenumber': '855', 'website': 'http://www.breka.ca', 'internet_access': 'wlan', 'phone': '+1-604-428-8080', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'addr:postcode': 'V6Z 1B7', 'addr:city': 'Vancouver'}",False,False,True
10535,49.2830756,-123.1083843,2018-05-15T06:21:04.000-07:00,restaurant,The Charles Bar,"{'addr:housenumber': '136', 'phone': '+1-604-568-8040', 'opening_hours': 'Mo-Th 11:30-24:00; Fr,Sa 11:30-03:00; Su 10:00-24:00', 'cuisine': 'international', 'addr:street': 'West Cordova Street', 'addr:city': 'Vancouver'}",False,False,True
10536,49.2637273,-123.2549792,2019-03-10T21:21:00.000-07:00,restaurant,Mercante,{},False,False,True
10537,49.2627224,-123.2552847,2014-06-11T20:05:29.000-07:00,parking,,{},False,False,True
10538,49.0469931,-122.3032623,2018-03-31T19:55:26.000-07:00,waste_disposal,,{},False,False,True
10539,49.0469434,-122.3031677,2018-03-31T19:55:26.000-07:00,vending_machine,,"{'vending': 'newspapers', 'operator': 'The Abbotsford News', 'fee': 'no'}",False,False,True
10540,49.0469766,-122.3032333,2018-03-31T19:55:26.000-07:00,waste_disposal,,{},False,False,True
10548,49.0543812,-122.3584067,2018-04-03T13:28:10.000-07:00,doctors,Blue Oak Medical Clinic,"{'speciality': 'general', 'phone': '+1-604-557-1155', 'level': '1', 'opening_hours': '09:00-17:00', 'addr:unit': '200', 'operator': 'Dr. Jaspreet Mangat', 'healthcare': 'doctor'}",False,False,True
10553,49.0573181,-122.3539411,2018-04-01T06:35:52.000-07:00,recycling,,{'recycling_type': 'container'},False,False,True
10555,49.0578746,-122.3532357,2018-04-01T09:27:48.000-07:00,vending_machine,,"{'vending': 'excrement_bags', 'fee': 'no'}",False,False,True
10558,49.0581684,-122.3531999,2018-04-01T09:27:49.000-07:00,post_box,,"{'post_box:type': 'community', 'operator': 'Canada Post Corporation'}",False,False,True
10563,49.0519375,-122.3647152,2018-04-01T18:04:24.000-07:00,vending_machine,,"{'vending': 'excrement_bags', 'fee': 'no'}",False,False,True
10565,49.0518846,-122.3651618,2018-04-01T18:04:25.000-07:00,recycling,,{'recycling_type': 'container'},False,False,True
10573,49.0521382,-122.3542553,2018-04-01T18:45:35.000-07:00,post_box,,"{'post_box:type': 'community', 'operator': 'Canada Post Corporation'}",False,False,True
10577,49.0508627,-122.3630626,2018-04-01T18:45:31.000-07:00,recycling,,{'recycling_type': 'container'},False,False,True
10581,49.0576012,-122.3506317,2018-04-01T20:01:07.000-07:00,post_box,,"{'post_box:type': 'community', 'operator': 'Canada Post Corporation'}",False,False,True
10582,49.2603834,-123.096422,2018-05-17T03:24:25.000-07:00,bar,Biltmore Cabaret,"{'addr:housenumber': '2755', 'website': 'http://www.biltmorecabaret.com', 'phone': '+1-604-676-0541', 'addr:street': 'Prince Edward Street', 'addr:postcode': 'V5T 0A9', 'addr:city': 'Vancouver'}",False,False,True
10583,49.1027065,-122.6449963,2020-01-07T16:31:47.000-08:00,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}",False,False,True
10584,49.1027064,-122.6450894,2018-04-03T08:13:05.000-07:00,restaurant,Golden River,"{'description': 'Chinese Food Express', 'cuisine': 'chinese'}",False,False,True
10585,49.1988461,-122.8157051,2020-01-05T06:10:41.000-08:00,post_box,Canada Post,"{'collection_times': 'Mo-Fr 14:00', 'operator': 'Canada Post'}",False,False,True
10586,49.1990389,-122.8164158,2020-01-06T02:16:03.000-08:00,restaurant,Sarpanch Sweets & Restaurant,"{'addr:housenumber': '14645', 'website': 'https://www.facebook.com/sarpanchsweets/', 'phone': '+1-604-582-6706', 'opening_hours': 'Su-Sa 10:00-21:00', 'cuisine': 'indian;dessert', 'addr:street': '108 Avenue'}",False,False,True
10587,49.1993263,-122.812929,2018-10-10T04:04:24.000-07:00,social_facility,Peace Immigration and Refugee Welcome Centre,"{'addr:housenumber': '10825', 'addr:street': '148 Street'}",False,False,True
10588,49.113659,-122.6613582,2011-06-21T18:31:31.000-07:00,car_rental,Traveland RV Rentals,{'website': 'http://travelandrvcanada.com'},False,False,True
10589,49.3359374,-123.0389261,2016-02-18T19:45:13.000-08:00,restaurant,Valley Sushi,{'cuisine': 'japanese'},False,False,True
10590,49.2809572,-123.1315096,2019-08-29T18:01:23.000-07:00,pharmacy,Shoppers Drug Mart,"{'brand:wikidata': 'Q1820137', 'website': 'https://www1.shoppersdrugmart.ca/en/store-locator/store/272', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'source': 'survey', 'addr:postcode': 'V6E 1N2', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver', 'addr:housenumber': '1125', 'phone': '+1-604-669-2424', 'drive_through': 'no', 'opening_hours': '24/7', 'addr:street': 'Davie Street', 'brand': 'Shoppers Drug Mart'}",False,False,True
10591,49.3250163,-123.0716507,2011-06-24T14:02:12.000-07:00,parking,,{},False,False,True
10592,49.3253651,-123.0716735,2011-06-24T14:02:14.000-07:00,parking,,{},False,False,True
10593,49.2671595,-123.1376969,2014-02-10T17:52:55.000-08:00,drinking_water,,{},False,False,True
10594,49.2813917,-123.0579502,2019-12-20T03:52:46.000-08:00,restaurant,Dachi,"{'addr:province': 'BC', 'addr:housenumber': '2297', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",False,False,True
10595,49.2809841,-123.0574196,2019-10-30T17:59:06.000-07:00,fast_food,Church's Chicken,"{'brand:wikidata': 'Q1089932', 'brand:wikipedia': ""en:Church's Chicken"", 'opening_hours': '24/7 ""Pickup window""', 'cuisine': 'chicken', 'takeaway': 'yes', 'brand': ""Church's Chicken""}",False,False,True
10596,49.2813153,-123.0567976,2019-10-30T17:52:36.000-07:00,bank,RBC,"{'brand:wikidata': 'Q735261', 'official_name': 'Royal Bank of Canada', 'wheelchair': 'yes', 'addr:housenumber': '2381', 'brand:wikipedia': 'en:Royal Bank of Canada', 'addr:street': 'East Hastings Street', 'atm': 'yes', 'brand': 'RBC'}",False,False,True
10597,49.281317,-123.0587126,2019-12-20T03:52:46.000-08:00,cafe,Pennyroyal Cafe,"{'addr:province': 'BC', 'addr:housenumber': '2263', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",False,False,True
10618,49.1139699,-122.6702933,2019-11-23T22:35:53.000-08:00,fast_food,Red Wings,{},False,False,True
10619,49.1139708,-122.6702357,2020-01-17T08:20:56.000-08:00,fast_food,Panago,"{'brand:wikidata': 'Q17111672', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Panago', 'brand:wikipedia': 'en:Panago'}",False,False,True
10620,49.2740753,-123.1220882,2020-02-19T07:58:37.000-08:00,fast_food,Freshslice Pizza,"{'brand:wikidata': 'Q5503082', 'addr:housenumber': '1207', 'brand:wikipedia': 'en:Freshslice Pizza', 'drive_through': 'no', 'cuisine': 'pizza', 'addr:street': 'Pacific Boulevard', 'takeaway': 'yes', 'brand': 'Freshslice Pizza', 'addr:city': 'Vancouver'}",False,False,True
10621,49.2848428,-123.1303854,2019-11-24T06:23:22.000-08:00,car_sharing,,"{'operator': 'Modo', 'capacity': '2'}",False,False,True
10622,49.1336842,-122.8899902,2019-11-24T07:35:44.000-08:00,fast_food,Westin Pizza,"{'phone_1': '604-591-3373', 'cuisine': 'pizza', 'phone': '604-592-9999'}",False,False,True
10623,49.1337765,-122.889985,2019-11-24T07:35:44.000-08:00,post_box,UPS,"{'brand:wikidata': 'Q155026', 'brand': 'UPS', 'brand:wikipedia': 'en:United Parcel Service'}",False,False,True
10624,49.1330889,-122.8899039,2019-11-24T07:35:44.000-08:00,bank,BMO,"{'brand:wikidata': 'Q806693', 'official_name': 'Bank of Montreal', 'brand': 'BMO', 'brand:wikipedia': 'en:Bank of Montreal'}",False,False,True
10625,49.13237,-122.889989,2019-11-24T07:35:44.000-08:00,dentist,New Smile Dental Group,{'healthcare': 'dentist'},False,False,True
10626,49.1190026,-122.7321747,2019-11-24T07:59:56.000-08:00,restaurant,Umami Sushi,{'cuisine': 'sushi'},False,False,True
10627,49.2194668,-122.9500107,2020-01-12T02:34:38.000-08:00,restaurant,Lualu Kitchen,"{'addr:province': 'BC', 'cuisine': 'chinese', 'addr:housenumber': '7355', 'addr:street': 'Edmonds Street', 'addr:city': 'Burnaby'}",False,False,True
10628,49.2872474,-123.1189254,2019-10-09T17:48:23.000-07:00,restaurant,Meat & Bread,"{'addr:housenumber': '1033', 'website': 'http://meatandbread.ca', 'opening_hours': 'Mo-Fr 11:00-16:00', 'cuisine': 'sandwich', 'addr:street': 'West Pender Street', 'addr:postcode': 'V6E 2M6', 'addr:city': 'Vancouver'}",False,False,True
10629,49.2251092,-123.0909697,2019-09-13T13:56:49.000-07:00,cafe,Breka Bakery & Café,"{'addr:housenumber': '6533', 'website': 'http://www.breka.ca/', 'phone': '+1-604-325-6612', 'opening_hours': '24/7', 'designation': 'Bakery/cafe', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}",False,False,True
10630,49.1182814,-122.8022258,2020-01-11T15:51:19.000-08:00,dentist,Sullivan Medical Dental Clinic,"{'addr:housenumber': '6355', 'addr:street': '152 Street', 'addr:unit': '201', 'healthcare': 'dentist'}",False,False,True
10631,49.3253307,-123.0720196,2020-01-12T02:19:58.000-08:00,restaurant,Palermo Cucina,"{'addr:province': 'BC', 'cuisine': 'italian', 'addr:housenumber': '1802', 'addr:street': 'Lonsdale Avenue', 'addr:city': 'North Vancouver'}",False,False,True
10632,49.2232913,-122.942881,2020-02-04T05:40:35.000-08:00,restaurant,Cattle Cafe,"{'addr:province': 'BC', 'addr:housenumber': '7625', 'website': 'http://www.cattlecafe.ca/', 'phone': '+1-604-553 8111', 'opening_hours': 'Mo-Th 11:30-23:00; Fr 11:30-23:30; Sa 11:00-23:30; Su 11:00-23:00', 'cuisine': 'chinese', 'addr:street': 'Edmonds Street', 'addr:city': 'Burnaby'}",False,False,True
10633,49.2221455,-122.9442392,2020-01-12T02:34:38.000-08:00,restaurant,Balkan House Restaurant,"{'addr:province': 'BC', 'addr:housenumber': '7530', 'addr:street': 'Edmonds Street', 'addr:city': 'Burnaby'}",False,False,True
